"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Top 4,KK,KK1,1,1,1,1,AutoMattock,20969910,,,David-Paul Mattock,AutoMattock,AutoMattock,3,2,15,8
Top 4,KK,KK1,2,2,2,2,Burn Notice,20969911,,,Josh Phen,DM | Burn Notice,Burn Notice,4,2,19,10
Top 4,KK,KK1,3,3,3,3,GODEEJAY,20969912,GO_DEEJAY#7468,,Darrell Stephens Jr,GODEEJAY,GODEEJAY,2,1,7,3
Top 4,KK,KK1,4,4,4,4,Crimbly,20969913,,,Landon Harrington,Crimbly,Crimbly,1,0,3,1[]
