"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Top 4,FFF,FFF1,4,4,1,1,PepperySplash,20925067,,,Justin Campbell,PepperySplash,PepperySplash,4,4,16,11
Top 4,FFF,FFF1,2,2,2,2,GcYoshi13,20925065,,,Jason Wang,GcYoshi13,GcYoshi13,3,1,11,5
Top 4,FFF,FFF1,1,1,3,3,Excedrin | Solstice,20925064,,,William Stockdale,Excedrin | Solstice,Solstice,2,0,8,2
Top 4,FFF,FFF1,3,3,4,4,CATPION | daymendou,20925066,,,Peter Liao,CATPION | daymendou,daymendou,1,0,3,1[]
