"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Top 4,EEE,EEE1,2,2,1,1,DEUS | Incendiate,20976069,,,Jordan Fernandez,DEUS | Incendiate,Incendiate,4,3,14,11
Top 4,EEE,EEE1,1,1,2,2,MasterCJ,20976068,MasterCJ#9280,,Caleb Campbell,MasterCJ,MasterCJ,3,1,11,3
Top 4,EEE,EEE1,3,3,3,3,MICK | Xephukai,20976070,Xephukai#8260,,Sean Paquette,MICK | Xephukai,Xephukai,2,1,6,2
Top 4,EEE,EEE1,4,4,4,4,FAT | Toothpaste,20976071,Toothpaste#0777,,Jesse Ochoa,FAT | Toothpaste,Toothpaste,1,0,3,1[]
