"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Bracket,EEE,EEE1,1,1,1,1,S-men | ChairGTables,20199923,ChairGTables#9958,,Joriel Alves,S-men | ChairGTables,ChairGTables,4,4,4,4
Bracket,EEE,EEE1,3,3,2,2,S-men | Mashiro,20731139,nami#8494,,Andy Feng,S-men | Mashiro,Mashiro,5,3,6,5
Bracket,EEE,EEE1,2,2,3,3,Butt69,20199142,Butt69#4621,,Tyler Neel,Butt69,Butt69,5,3,7,3
Bracket,EEE,EEE1,4,4,4,4,LaohanJ,20875682,,,Chen Han Chiang,LaohanJ,LaohanJ,4,2,4,2
