"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Top 4,FFF,FFF1,4,4,1,1,Jing,20903769,,,啓吾 高尾,Jing,Jing,4,4,9,8
Top 4,FFF,FFF1,2,2,2,2,Bored-erlands,20903767,,,bored erlands,Bored-erlands,Bored-erlands,3,1,6,2
Top 4,FFF,FFF1,1,1,3,3,FireYuisis,20903766,,,DJ Maguddayao,FireYuisis,FireYuisis,2,0,4,0
Top 4,FFF,FFF1,3,3,4,4,Ariyo,20903768,,,Devon Jackson,Ariyo,Ariyo,1,0,3,1[]
