"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Top 8,WJ,WJ1,2,2,1,1,Geordi,20975618,,,Jake Bartkowiak,Geordi,Geordi,3,3,10,8
Top 8,WJ,WJ1,3,3,2,2,SouthpawRock,20975619,,,Aden Zurita,SouthpawRock,SouthpawRock,5,3,11,6
Top 8,WJ,WJ1,1,1,3,3,WarpWhistle,20975617,WarpWhistle#9426,,Jacob Pavlic,bWo | WarpWhistle,WarpWhistle,3,1,7,3
Top 8,WJ,WJ1,6,6,4,4,buckdave,20975622,,,Dave Boutdy,buckdave,buckdave,3,2,6,4
