"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Top 8,KKD,KKD1,1,1,1,1,brkrdave,20929351,,,Eddie Sayles,brkrdave,brkrdave,3,3,8,5
Top 8,KKD,KKD1,7,7,2,2,Drunk Suika Ibuki,20929356,,,Christian Tuliao,Drunk Suika Ibuki,Drunk Suika Ibuki,5,4,7,6
Top 8,KKD,KKD1,2,2,3,3,love deluxe | Silent,20929352,,,Michael Hernandez,love deluxe | Silent,Silent,3,1,7,4
Top 8,KKD,KKD1,5,5,4,4,RAL,20929358,,,Riley Roselius,RAL,RAL,3,2,5,2
