"Phase","Wave","Pool","Pool Seed","Phase Seed","Pool Placement","Event Placement","Entrant","Seed ID","Discord Username","Xbox Username","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
Top 8,KK,KK1,1,1,1,1,BlazeDragon,20973871,,,Joel Lovera,BlazeDragon,BlazeDragon,3,3,8,5
Top 8,KK,KK1,4,4,2,2,DaBomb,20973874,,,Valentin Mestman,DaBomb,DaBomb,5,3,15,10
Top 8,KK,KK1,2,2,3,3,irock194,20973872,,,Gabriel Tenocelotl,irock194,irock194,3,1,5,2
Top 8,KK,KK1,3,3,4,4,ZeroFuse,20973873,,,Scott H,ZeroFuse,ZeroFuse,3,1,6,2
